,Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
12712,2008,April,Tennessee,Restaurant,Milkshake,,,,,4,0.0,0.0
12713,2008,April,Tennessee,Restaurant,"Ground Beef, Hamburger",,,,,2,0.0,0.0
12714,2008,April,Tennessee,Restaurant,"Rice, Spanish",,,,,13,0.0,0.0
12715,2008,April,Tennessee,Restaurant; Private Home/Residence; Grocery Store,"Soup, Chicken",,Clostridium perfringens,,Confirmed,19,0.0,0.0
12716,2008,April,Tennessee,Restaurant,"Chicken, Fried",,,,,2,0.0,0.0
12717,2008,April,Tennessee,,"Raw Milk; Water, Unspecified",,Campylobacter jejuni,,Confirmed,4,0.0,0.0
12720,2008,April,Utah,,Raw Milk,Milk,Campylobacter jejuni,,Confirmed,4,0.0,0.0
12721,2008,April,Virginia,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,5,1.0,0.0
12723,2008,April,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,14,,0.0
12724,2008,April,Wisconsin,Religious Facility,,,Norovirus genogroup II,Unknown,Confirmed,6,0.0,0.0
12725,2008,April,Wisconsin,Restaurant,,,Clostridium perfringens,,Confirmed,4,0.0,0.0
12726,2008,April,Wisconsin,Restaurant,"Sandwich, Deli",,Norovirus genogroup II,Unknown,Confirmed,10,0.0,0.0
12728,2008,April,Wyoming,Banquet Facility,Mixed Fruit,,Norovirus genogroup II,Unknown,Confirmed,23,1.0,0.0
12729,2008,May,Alabama,Unknown,,,Campylobacter jejuni,,Confirmed,21,0.0,0.0
12730,2008,May,Alaska,Private Home/Residence,Specialty/Ethnic Dishes,,Clostridium botulinum,,Confirmed,2,1.0,0.0
12731,2008,May,Arizona,Restaurant,,,,,,4,0.0,0.0
12732,2008,May,Arizona,Restaurant,,,,,,2,0.0,0.0
12735,2008,May,California,Restaurant,,,Norovirus unknown,,Suspected,10,0.0,0.0
12737,2008,May,California,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,3,0.0,0.0
12738,2008,May,California,Restaurant; Grocery Store,,,Salmonella enterica,Enteritidis,Confirmed,14,0.0,0.0
12739,2008,May,California,Restaurant,,,,,,2,0.0,0.0
12741,2008,May,California,Restaurant,,,Norovirus genogroup I,Unknown,Suspected,4,0.0,0.0
12742,2008,May,California,Restaurant,,,Norovirus unknown,,Suspected,12,,
12745,2008,May,California,Private Home/Residence,"Bread, Banana",,Norovirus unknown,,Confirmed,8,2.0,0.0
12746,2008,May,California,Restaurant,,,Salmonella enterica,Litchfield,Suspected,2,1.0,0.0
12748,2008,May,California,Restaurant,,,Norovirus genogroup I,,Suspected,10,0.0,0.0
12749,2008,May,California,Restaurant,,,,,,3,0.0,0.0
12750,2008,May,California,,Raw Milk,,Campylobacter jejuni,,Confirmed,16,,
12751,2008,May,Colorado,Restaurant; Catering Service,,,Norovirus genogroup I,,Suspected,20,0.0,0.0
12752,2008,May,Colorado,Restaurant,"Lemon, Unspecified; Lime",,Norovirus genogroup I,,Suspected,5,0.0,0.0
12753,2008,May,Colorado,Grocery Store,Bagels; Cream Cheese,,Norovirus genogroup I,,Suspected,16,0.0,0.0
12755,2008,May,Colorado,Restaurant,,,Norovirus genogroup I,,Confirmed,12,1.0,0.0
12756,2008,May,Colorado,Restaurant; Private Home/Residence,,,Norovirus genogroup I,,Suspected,12,1.0,0.0
12757,2008,May,Colorado,Restaurant,Tap Water,Water,Norovirus genogroup I,,Suspected,5,0.0,0.0
12758,2008,May,Colorado,Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,2.0,0.0
12759,2008,May,Connecticut,Restaurant,Spinach Artichoke Dip,,Clostridium perfringens,,Suspected,6,0.0,0.0
12760,2008,May,Connecticut,Banquet Facility,"Mixed Vegetables, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,18,0.0,0.0
12761,2008,May,Delaware,,,,Norovirus unknown,,Confirmed,19,0.0,0.0
12762,2008,May,Florida,Restaurant,,,,,,3,,
12763,2008,May,Florida,,"Soda, Unspecified",,Cleaning agents,,Suspected,7,,
12764,2008,May,Florida,Private Home/Residence,,,Norovirus genogroup II,Unknown,Confirmed,10,0.0,0.0
12765,2008,May,Florida,Restaurant,"Enchilada, Chicken",,,,,2,,
12766,2008,May,Florida,Restaurant,Pizza,,Staphylococcus unknown,,Suspected,2,,
12767,2008,May,Florida,Private Home/Residence,Multiple Foods,,Salmonella enterica,Heidelberg,Confirmed,5,,
12769,2008,May,Florida,Private Home/Residence,"Fish, Grouper",,Ciguatoxin,,Suspected,3,,
12770,2008,May,Florida,Restaurant,"Fish, Eel",,Ciguatoxin,,Suspected,2,,
12771,2008,May,Georgia,Restaurant,Pasta-Based Salads Unspecified; Chicken Salad,,Norovirus genogroup II,Unknown,Confirmed,21,0.0,0.0
12772,2008,May,Georgia,Banquet Facility,,,Norovirus genogroup I,Unknown,Confirmed,18,0.0,0.0
12773,2008,May,Hawaii,Private Home/Residence,"Fish, Papio",,,,,3,0.0,0.0
12775,2008,May,Illinois,Restaurant,,,,,,3,0.0,0.0
12776,2008,May,Illinois,Restaurant,,,,,,2,0.0,0.0
12777,2008,May,Illinois,Restaurant,,,,,,11,0.0,0.0
12778,2008,May,Iowa,,Ground Beef,,Salmonella enterica,Saintpaul,Confirmed,3,0.0,0.0
12779,2008,May,Iowa,,"Deli Meat, Sliced Turkey",,Salmonella enterica,Hadar,Confirmed,3,0.0,0.0
12780,2008,May,Kansas,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,3,0.0,0.0
12781,2008,May,Kansas,Restaurant,,,,,,2,0.0,0.0
12782,2008,May,Kansas,Restaurant,,,,,,5,0.0,0.0
12785,2008,May,Kansas,Restaurant,Ranch Dressing,,,,,18,0.0,0.0
12786,2008,May,Maryland,Restaurant,,,,,,3,0.0,0.0
12787,2008,May,Maryland,Private Home/Residence,,,Norovirus genogroup II,Unknown,Confirmed,14,0.0,0.0
12788,2008,May,Michigan,Restaurant; Grocery Store,,,,,,15,,0.0
12789,2008,May,Michigan,Banquet Facility,,,,,,25,0.0,0.0
12790,2008,May,Michigan,Restaurant,,,,,,22,,0.0
12791,2008,May,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,23,0.0,0.0
12792,2008,May,Minnesota,Restaurant; Catering Service,"Salad, Unspecified",,Norovirus genogroup I,,Confirmed,11,0.0,0.0
12795,2008,May,New York,Restaurant,"Beans, Kidney",,Clostridium perfringens,,Confirmed,19,0.0,0.0
12797,2008,May,New York,Restaurant,,,,,,6,0.0,0.0
12799,2008,May,New York,Restaurant,"Macaroni Salad; Seafood Soup/Stew, Unspecified",,Bacillus cereus,,Suspected,20,0.0,0.0
12800,2008,May,North Carolina,School/College/University,"Chicken, Bbq",,Campylobacter jejuni,,Confirmed,8,2.0,0.0
12801,2008,May,North Carolina,,,,Shigella sonnei,,Confirmed,25,0.0,0.0
12803,2008,May,Ohio,Restaurant,,,,,,4,0.0,0.0
12804,2008,May,Ohio,Restaurant,,,,,,6,0.0,0.0
12805,2008,May,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,7,,0.0
12806,2008,May,Ohio,,,,Norovirus genogroup II,Unknown,Confirmed,24,,0.0
12807,2008,May,Ohio,Private Home/Residence; Fair/Festival,,,Norovirus genogroup II,Unknown,Suspected,11,0.0,0.0
12808,2008,May,Oregon,Restaurant,"Lettuce, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,13,0.0,0.0
12809,2008,May,Pennsylvania,Restaurant; Catering Service,,,Norovirus unknown,,Suspected,16,0.0,0.0
12810,2008,May,Pennsylvania,Restaurant,"Fajita, Chicken; Fried Rice, Unspecified; Refried Beans, Unspecified; Tortilla, Unspecified; Tomato, Unspecified",,Bacillus cereus; Clostridium perfringens,,Confirmed; Confirmed,8,0.0,0.0
12812,2008,May,Tennessee,Prison/Jail,Pre-Packaged Salad,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,6,4.0,0.0
12814,2008,May,Washington,Restaurant,,,,,,2,0.0,0.0
12815,2008,May,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,12,0.0,0.0
12816,2008,May,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,7,0.0,0.0
12817,2008,May,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,5,0.0,0.0
12818,2008,May,Washington,Restaurant,Lettuce Based Salads,,Norovirus genogroup I,,Suspected,6,0.0,0.0
12819,2008,May,Washington,,"Lettuce, Prepackaged",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,10,5.0,0.0
12821,2008,June,Arizona,Restaurant,"Bread, Garlic Bread",,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,5,0.0,0.0
12822,2008,June,Arizona,Restaurant,,,,,,3,0.0,0.0
12824,2008,June,Arizona,Grocery Store,,,Norovirus genogroup II,Unknown,Confirmed,12,0.0,0.0
12826,2008,June,California,Restaurant,"Sandwich, Gyro; Salad Dressing",,Clostridium perfringens,,Suspected,6,0.0,0.0
12827,2008,June,California,Restaurant,Multiple Foods,,,,,9,0.0,0.0
12828,2008,June,California,Restaurant,,,,,,4,0.0,0.0
12829,2008,June,California,,Mutiple Mexican Foods,,Salmonella unknown,,Suspected,24,1.0,0.0
12831,2008,June,California,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,8,0.0,0.0
12832,2008,June,California,Restaurant; Grocery Store,"Beans, Unspecified",,Clostridium perfringens,,Suspected,16,0.0,0.0
12833,2008,June,California,Restaurant,,,,,,3,0.0,0.0
12834,2008,June,California,Restaurant,,,,,,2,0.0,0.0
12835,2008,June,California,,Mutiple Mexican Foods,,Salmonella enterica,Typhimurium,Suspected,24,1.0,0.0
12836,2008,June,California,Private Home/Residence,,,,,,8,0.0,0.0
12840,2008,June,Colorado,Private Home/Residence,"Lettuce, Homegrown",,Campylobacter jejuni,,Confirmed,5,1.0,0.0
12841,2008,June,Colorado,Restaurant,Macaroni Salad,,,,,3,0.0,0.0
12842,2008,June,Connecticut,Restaurant,"Sandwich, Wrap",,Norovirus genogroup I,,Suspected,16,0.0,0.0
12843,2008,June,Connecticut,Restaurant,"Chicken, Buffalo Wings",,Salmonella enterica,Enteritidis,Confirmed,5,1.0,0.0
12844,2008,June,Connecticut,Private Home/Residence,Raw Milk,Milk,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,14,5.0,0.0
12845,2008,June,Delaware,Restaurant,"Green Salad; Tomato, Unspecified",,,,,17,0.0,0.0
12846,2008,June,Florida,Restaurant,Chips And Salsa,,Cleaning agents,,Suspected,3,,
12847,2008,June,Florida,Restaurant,"Pad Thai, Unspecified",,Staphylococcus aureus,,Suspected,2,,
12848,2008,June,Florida,Restaurant,"Rice, White",,Bacillus cereus,,Suspected,2,,
12849,2008,June,Florida,Private Home/Residence,"Fish, Grouper, Unspecified",,Ciguatoxin,,Confirmed,2,,
12850,2008,June,Florida,Restaurant,"Spring Rolls, Unspecified",,Salmonella unknown,,Suspected,4,,
12851,2008,June,Florida,Private Home/Residence,Sphyraena Barracuda,,Ciguatoxin,,Suspected,16,,
12852,2008,June,Florida,Private Home/Residence,Nassau Or Yellowfin Group,,Ciguatoxin,,Confirmed,4,,
12853,2008,June,Florida,Private Home/Residence,"Fish, Grouper, Unspecified",,Ciguatoxin,,Confirmed,4,0.0,0.0
12854,2008,June,Florida,,"Fish, Grouper, Unspecified",,Ciguatoxin,,Confirmed,13,0.0,0.0
12855,2008,June,Georgia,Restaurant,"Fajita, Chicken",,Salmonella enterica,Enteritidis,Confirmed,11,1.0,0.0
12856,2008,June,Georgia,Restaurant,"Beef, Other",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,12,10.0,0.0
12858,2008,June,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,3,0.0,0.0
12859,2008,June,Idaho,Restaurant,Lettuce Based Salads,,,,,10,0.0,0.0
12860,2008,June,Illinois,Restaurant,,,,,,16,0.0,0.0
12861,2008,June,Illinois,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,1.0,0.0
12862,2008,June,Illinois,Office/Indoor Workplace,Ice; Lettuce-Based Salads Unspecified,,,,,23,0.0,0.0
12864,2008,June,Illinois,Catering Service; Grocery Store,,,Norovirus genogroup I,Unknown,Suspected,14,0.0,0.0
12865,2008,June,Illinois,Restaurant,,,,,,23,1.0,0.0
12866,2008,June,Illinois,Catering Service,"Gravy, Beef; Potato, Mashed; Chicken With Mushroom Sauce",,,,,11,0.0,0.0
12867,2008,June,Illinois,Restaurant,,,,,,5,0.0,0.0
12868,2008,June,Illinois,Private Home/Residence,"Tuna, Unspecified",,Scombroid toxin,,Confirmed,2,0.0,0.0
12869,2008,June,Illinois,,Salad Bar; Pasta Salad; Green Beans,,,,,22,0.0,0.0
12871,2008,June,Kansas,Restaurant,,,,,,3,0.0,0.0
12873,2008,June,Maine,,,,,,,17,0.0,0.0
12874,2008,June,Maryland,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,20,0.0,0.0
12876,2008,June,Maryland,Restaurant; Banquet Facility,,,,,,17,0.0,0.0
12877,2008,June,Maryland,School/College/University,,,Norovirus unknown,,Suspected,25,1.0,0.0
12878,2008,June,Massachusetts,,,,Salmonella enterica,Enteritidis,Confirmed,7,1.0,0.0
12879,2008,June,Michigan,Private Home/Residence,"Ground Beef, Other",,Clostridium perfringens,,Confirmed,18,0.0,0.0
12883,2008,June,Minnesota,Private Home/Residence; Grocery Store,"Brie, Unspecified; Sauces, Unspecified; Pineapple, Unspecified; Cantaloupe",,Norovirus genogroup I,,Suspected,3,0.0,0.0
12884,2008,June,Minnesota,Private Home/Residence,"Taco, Beef",,Clostridium perfringens,,Suspected,8,0.0,0.0
12885,2008,June,Minnesota,Private Home/Residence,"Turkey, Unspecified",Turkey,Salmonella enterica,Hadar,Confirmed,6,3.0,0.0
12886,2008,June,Minnesota,Private Home/Residence; Office/Indoor Workplace,Stuffed Chicken,,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,18,8.0,0.0
12887,2008,June,Minnesota,Catering Service,,,Norovirus genogroup I,,Suspected,11,0.0,0.0
12889,2008,June,Nevada,Restaurant,,,Norovirus genogroup I,,Confirmed,3,0.0,0.0
12890,2008,June,New Mexico,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,12,4.0,0.0
12891,2008,June,New York,,"Beef, Stronganoff; Unspecified Beverage",,,,,19,0.0,0.0
12892,2008,June,New York,Restaurant,,,,,,12,0.0,0.0
12893,2008,June,New York,Restaurant,,,,,,22,0.0,0.0
12895,2008,June,North Carolina,,,,Salmonella enterica,Newport,Confirmed,10,1.0,0.0
12897,2008,June,Ohio,Restaurant,Green Salad,,Norovirus genogroup I,Unknown,Suspected,3,0.0,0.0
12898,2008,June,Ohio,Restaurant,,,,,,2,0.0,0.0
12899,2008,June,Ohio,Restaurant,,,,,,8,0.0,0.0
12901,2008,June,Ohio,Restaurant,"Chicken, Fried",,Clostridium perfringens,,Suspected,3,0.0,0.0
12902,2008,June,Ohio,,,,,,,4,0.0,0.0
12903,2008,June,Ohio,Catering Service,,,Shigella sonnei,,Confirmed,4,1.0,0.0
12905,2008,June,Pennsylvania,Private Home/Residence,Pasta Salad,,Salmonella enterica,Bovismorbificans,Confirmed,8,2.0,0.0
12906,2008,June,Pennsylvania,Restaurant; Private Home/Residence,,,Campylobacter jejuni,,Confirmed,2,2.0,0.0
12907,2008,June,Pennsylvania,Restaurant,"Pork, Bbq",,Salmonella enterica,Muenster,Confirmed,4,0.0,0.0
12908,2008,June,Texas,Catering Service,,,,,,10,0.0,0.0
12909,2008,June,Utah,,,,Salmonella enterica,Infantis,Confirmed,16,2.0,0.0
12910,2008,June,Virginia,Private Home/Residence,"Eggs, Scrambled",,Salmonella enterica,Enteritidis,Confirmed,6,0.0,0.0
12911,2008,June,Washington,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,0.0,0.0
12912,2008,June,Washington,Restaurant,"Sandwich, Deli",,Norovirus genogroup I,,Suspected,12,0.0,0.0
12914,2008,June,Washington,Restaurant,Specialty/Ethnic Dishes,,,,,8,0.0,0.0
12915,2008,June,Wisconsin,Restaurant,"Chicken, Baked",,,,,6,0.0,0.0
12917,2008,July,Alaska,,Ground Beef,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,1.0,0.0
12919,2008,July,California,Restaurant; Nursing Home/Assisted Living Facility; Unknown,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,4.0,2.0
12920,2008,July,California,Private Home/Residence,Mole; Pasta With Tomato Sauce,Vine-Stalk Eg. Tomato; Pasta,Salmonella enterica,Blockley,Confirmed,9,0.0,0.0
12921,2008,July,California,Restaurant,"Peppers, Jalapeno",Vine-Stalk Eg. Tomato,Salmonella enterica,Braenderup,Confirmed,17,0.0,0.0
12922,2008,July,California,Restaurant,,,,,,2,0.0,0.0
12924,2008,July,California,Restaurant,,,Norovirus unknown,,Suspected,3,0.0,0.0
12925,2008,July,California,Restaurant,,,Clostridium perfringens,,Suspected,4,0.0,0.0
12926,2008,July,Colorado,Private Home/Residence,Rice; Chicken,,Clostridium perfringens,,Suspected,12,0.0,0.0
12927,2008,July,Colorado,Restaurant,,,Norovirus genogroup I,,Confirmed,18,0.0,0.0
12928,2008,July,Colorado,Catering Service,Frozen Beef Patties,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,1.0,0.0
12929,2008,July,Colorado,Restaurant,Pizza,,Norovirus genogroup I,,Suspected,7,0.0,0.0
12930,2008,July,Florida,Banquet Facility,,,,,,14,0.0,0.0
12931,2008,July,Florida,Private Home/Residence,Sphyraena Barracuda,,Ciguatoxin,,Confirmed,6,,
12932,2008,July,Florida,Restaurant,"Quesadilla, Chicken",,,,,2,,
12934,2008,July,Illinois,Restaurant,,,,,,3,0.0,0.0
12935,2008,July,Illinois,Restaurant,,,,,,3,1.0,0.0
12936,2008,July,Illinois,Restaurant,"Cake, Unspecified",,,,,8,0.0,0.0
12937,2008,July,Illinois,Private Home/Residence,Pork,,,,,10,0.0,0.0
12938,2008,July,Illinois,Restaurant,Sour Cream,,Clostridium perfringens,,Confirmed,24,0.0,0.0
12939,2008,July,Illinois,Restaurant,,,,,,4,1.0,0.0
12940,2008,July,Kansas,Restaurant,,,,,,3,0.0,0.0
12942,2008,July,Maine,,,,Cryptosporidium unknown,,Confirmed,5,0.0,0.0
12943,2008,July,Maine,,,,,,,12,0.0,0.0
12944,2008,July,Maine,,,,,,,6,0.0,0.0
12947,2008,July,Maine,,"Mussels, Steamed",,Paralytic shellfish poison,,Confirmed,3,3.0,0.0
12948,2008,July,Maryland,Private Home/Residence,"Onion, Unspecified",Leafy Green,Plant or herbal toxins,,Confirmed,6,6.0,0.0
12949,2008,July,Maryland,Restaurant,,,Norovirus genogroup I,,Suspected,3,0.0,0.0
12950,2008,July,Maryland,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,9,0.0,0.0
12952,2008,July,Michigan,Restaurant,,,,,,2,,0.0
12956,2008,July,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,10,0.0,0.0
12957,2008,July,Minnesota,Private Home/Residence,"Ice Cream, Homemade",,Salmonella enterica,Heidelberg,Confirmed,2,0.0,0.0
12958,2008,July,Multistate,,"Salsa, Unspecified",,Salmonella enterica,Hartford,Confirmed,22,0.0,0.0
12959,2008,July,Multistate,Unknown,Alfalfa Sprouts,,Salmonella enterica,Typhimurium,Confirmed,24,,
12961,2008,July,Nevada,Private Home/Residence; Grocery Store,"Tuna, Bbq",,Histamine,,Suspected,2,0.0,0.0
12962,2008,July,New Mexico,Restaurant,"Guacamole, Unspecified",,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,17,3.0,0.0
12963,2008,July,New York,Private Home/Residence,Fruit Salad,"Fruit, Unspecified",Salmonella enterica,Panama,Confirmed,17,1.0,0.0
12964,2008,July,New York,Private Home/Residence; Banquet Facility,"Gravy, Pork",Sauces/ Dressings,,,,9,0.0,0.0
12965,2008,July,New York,Restaurant; Private Home/Residence,"Beef, Unspecified",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,8,8.0,0.0
12966,2008,July,New York,Restaurant,"Fish, Baracuda; Fish, Amberjack",Fin Fish; Fin Fish,Ciguatoxin,,Confirmed,8,0.0,0.0
12967,2008,July,New York,Restaurant,,,,,,4,0.0,0.0
12968,2008,July,North Carolina,,Pepperoni,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,0.0,0.0
12969,2008,July,Ohio,Restaurant,"Egg Rolls; Rice; Chicken, Other",,,,,2,,0.0
12970,2008,July,Ohio,Restaurant,,,,,,10,,0.0
12971,2008,July,Ohio,Restaurant,Pizza,,Norovirus genogroup II,Unknown,Confirmed,13,1.0,0.0
12973,2008,July,Pennsylvania,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Heidelberg,Confirmed,4,1.0,0.0
12974,2008,July,Pennsylvania,Unknown,,,Salmonella enterica,Typhimurium,Confirmed,19,1.0,0.0
12975,2008,July,Puerto Rico,Unknown,"Cake, Chocolate",,,,,7,0.0,0.0
12976,2008,July,Puerto Rico,Unknown,,,,,,4,0.0,0.0
12977,2008,July,Puerto Rico,Banquet Facility,Chinesse Rice,,,,,3,0.0,0.0
12978,2008,July,South Dakota,Grocery Store,,,Norovirus unknown,,Suspected,14,1.0,0.0
12979,2008,July,Tennessee,Restaurant,"Lemon, Unspecified",,,,,4,0.0,0.0
12984,2008,July,Virginia,Restaurant,Omelette,Cheese; Leafy Green,Salmonella enterica,Heidelberg,Confirmed,17,2.0,0.0
12986,2008,July,Washington,Restaurant,Pork,,Clostridium perfringens,,Suspected,6,0.0,0.0
12987,2008,July,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,3,0.0,0.0
12989,2008,July,West Virginia,Private Home/Residence,,,Campylobacter jejuni,,Confirmed,7,0.0,0.0
12993,2008,August,Alaska,Private Home/Residence,"Fish, White",,Clostridium botulinum,,Confirmed,2,2.0,0.0
12995,2008,August,California,Restaurant; Grocery Store,,,Norovirus unknown,,Suspected,14,0.0,0.0
12996,2008,August,California,Grocery Store,"Chicken, Grilled",,,,,7,1.0,0.0
12997,2008,August,California,Restaurant,"Burrito, Chicken",,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,4,0.0,0.0
12999,2008,August,California,Restaurant,,,,,,3,0.0,0.0
13000,2008,August,California,Restaurant,,,,,,4,0.0,0.0
13001,2008,August,California,Restaurant,Speciality Salads,Chicken; Leafy Green,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,2,0.0,0.0
13002,2008,August,California,Restaurant,"Relish, Unspecified",,,,,9,0.0,0.0
13003,2008,August,California,Restaurant,,,,,,2,0.0,0.0
13005,2008,August,California,,,,,,,7,0.0,0.0
13006,2008,August,Colorado,Private Home/Residence,Cantaloupe; Watermelon,,Salmonella enterica,Newport,Confirmed,3,1.0,0.0
13007,2008,August,Colorado,Restaurant,,,Norovirus genogroup I,,Confirmed,18,0.0,0.0
13008,2008,August,Colorado,Grocery Store,"Cantaloupe; Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,3.0,0.0
13009,2008,August,Florida,Restaurant,"Refried Beans, Unspecified",,Bacillus cereus,,Suspected,2,,
13011,2008,August,Florida,Restaurant,"Lo Mein, Unspecified",,Bacillus cereus,,Suspected,2,,
13012,2008,August,Florida,Restaurant,,,,,,4,,
13015,2008,August,Hawaii,Restaurant,"Spaghetti, Unspecified",Pasta,Staphylococcus aureus,,Confirmed,17,0.0,0.0
13016,2008,August,Hawaii,,"Fish, Roi",Fin Fish,Ciguatoxin,,Confirmed,2,0.0,0.0
13017,2008,August,Illinois,Restaurant,,,,,,3,0.0,0.0
13020,2008,August,Illinois,Grocery Store,,,Salmonella enterica,Infantis,Confirmed,4,1.0,0.0
13022,2008,August,Kansas,Banquet Facility,,,Norovirus unknown,,Suspected,19,0.0,0.0
